2,1.0701,1.0701
3,1.0719,1.0701
4,1.073,1.0701
5,1.0719,1.0701
6,1.0733,1.0701
7,1.0736,1.0701
8,1.072,1.0701
9,1.0732,1.0701
10,1.0734,1.0701
11,1.0721,1.0701
12,1.073,1.0701
13,1.073,1.0701
14,1.0724,1.0701
15,1.0729,1.0701
16,1.0723,1.0701
17,1.0722,1.0701
18,1.0725,1.0701
19,1.0718,1.0701
20,1.0722,1.0701
21,1.0721,1.0701
22,1.0707,1.0701
23,1.0713,1.0701
24,1.0715,1.0701
25,1.07,1.0701
26,1.071,1.0701
27,1.0713,1.0701
28,1.0695,1.0701
29,1.0704,1.0701
30,1.069,1.0701
31,1.0678,1.0701
32,1.0697,1.0701
33,1.0696,1.0701
34,1.0693,1.0701
35,1.0688,1.0701
36,1.0681,1.0701
37,1.0684,1.0701
38,1.0682,1.0701
39,1.0662,1.0701
40,1.0676,1.0701
41,1.0676,1.0701
42,1.0658,1.0701
43,1.0668,1.0701
44,1.0667,1.0701
45,1.0647,1.0701
46,1.0654,1.0701
47,1.0653,1.0701
48,1.0636,1.0701
49,1.0635,1.0701
50,1.0632,1.0701
51,1.0611,1.0701
52,1.0642,1.0701
53,1.0638,1.0701
54,1.0617,1.0701
55,1.0617,1.0701
56,1.0612,1.0701
57,1.0622,1.0701
58,1.062,1.0701
59,1.06,1.0701
60,1.0607,1.0701
61,1.0593,1.0701
62,1.0574,1.0701
63,1.0583,1.0701
64,1.0583,1.0701
65,1.0578,1.0701
66,1.0548,1.0701
67,1.052,1.0701
68,1.0564,1.0701
69,1.0571,1.0701
70,1.0571,1.0701
71,1.0559,1.0701
72,1.0558,1.0701
73,1.0345,1.0701
74,1.0438,1.0701
75,1.0533,1.0701
76,1.053,1.0701
77,1.0519,1.0701
78,1.0529,1.0701
79,1.05,1.0701
80,1.0494,1.0701
81,1.0504,1.0701
82,1.0494,1.0701
83,1.05,1.0701
84,1.0501,1.0701
85,1.0484,1.0701
86,1.0486,1.0701
87,1.0479,1.0701
88,1.0468,1.0701
89,1.0468,1.0701
90,1.0467,1.0701
91,1.0458,1.0701
92,1.0456,1.0701
93,1.0412,1.0701
94,1.044,1.0701
95,1.0424,1.0701
96,1.0416,1.0701
97,1.0422,1.0701
98,1.0405,1.0701
99,1.0401,1.0701
100,1.0385,1.0701
101,1.0406,1.0701
102,1.0373,1.0701
103,1.039,1.0701
104,1.0385,1.0701
105,1.0368,1.0701
106,1.0374,1.0701
107,1.0368,1.0701
108,1.0314,1.0701
109,1.0355,1.0701
110,1.0352,1.0701
111,1.0321,1.0701
112,1.0342,1.0701
113,1.031,1.0701
114,1.0326,1.0701
115,1.0322,1.0701
116,1.0305,1.0701
117,1.0309,1.0701
118,1.0305,1.0701
119,1.0285,1.0701
120,1.0289,1.0701
121,1.0287,1.0701
122,1.0271,1.0701
123,1.0273,1.0701
124,1.0266,1.0701
125,1.0257,1.0701
126,1.0255,1.0701
127,1.025,1.0701
128,1.0241,1.0701
129,1.0237,1.0701
130,1.0224,1.0701
131,1.0221,1.0701
132,1.0218,1.0701
133,1.0206,1.0701
134,1.02,1.0701
135,1.0198,1.0701
136,1.0183,1.0701
137,1.0189,1.0701
138,1.0181,1.0701
139,1.0164,1.0701
140,1.0168,1.0701
141,1.0159,1.0701
142,1.0148,1.0701
143,1.0151,1.0701
144,1.0139,1.0701
145,1.0131,1.0701
146,1.0133,1.0701
147,1.0088,1.0701
148,1.0119,1.0701
149,1.0116,1.0701
150,1.01,1.0701
151,1.0084,1.0701
152,1.0047,1.0701
153,1.0077,1.0701
154,1.0078,1.0701
155,1.0072,1.0701
156,1.006,1.0701
157,1.006,1.0701
158,1.0059,1.0701
159,1.004,1.0701
160,1.0044,1.0701
161,1.0041,1.0701
162,1.0021,1.0701
163,1.0024,1.0701
164,1.0018,1.0701
165,1.0011,1.0701
166,1.0004,1.0701
167,0.99932,1.0701
168,0.99885,1.0701
169,0.99844,1.0701
170,0.99679,1.0701
171,0.99725,1.0701
172,0.99641,1.0701
173,0.99508,1.0701
174,0.9952,1.0701
175,0.99472,1.0701
176,0.99282,1.0701
177,0.99258,1.0701
178,0.99212,1.0701
179,0.99122,1.0701
180,0.99104,1.0701
181,0.99027,1.0701
182,0.98912,1.0701
183,0.98941,1.0701
184,0.98723,1.0701
185,0.98694,1.0701
186,0.98683,1.0701
187,0.98467,1.0701
188,0.98462,1.0701
189,0.9841,1.0701
190,0.98311,1.0701
191,0.9831,1.0701
192,0.98223,1.0701
193,0.98056,1.0701
194,0.97951,1.0701
195,0.98005,1.0701
196,0.97825,1.0701
197,0.97858,1.0701
198,0.97793,1.0701
199,0.97629,1.0701
200,0.97677,1.0701
201,0.97583,1.0701
202,0.97444,1.0701
203,0.97448,1.0701
204,0.97286,1.0701
205,0.97234,1.0701
206,0.9713,1.0701
207,0.97099,1.0701
208,0.97011,1.0701
